id,sample_id,crop_id,suitability_score,suitability_level,limiting_factors,yield_potential,risk_assessment,management_recommendations,assessment_date,created_at
28023,3503,437,58.21,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",322.62,风险很高，不建议种植,科学轮作，避免连作障碍,2024-08-09,2024-03-11 21:10:18
28025,3504,343,81.6,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1111.75,风险较低，适宜种植,改良土壤，提高地力,2023-02-06,2023-01-01 02:09:06
28026,3504,148,90.87,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",1023.24,风险较低，适宜种植,科学轮作，避免连作障碍,2023-02-06,2023-01-01 02:09:06
28027,3504,389,57.99,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",296.03,风险很高，不建议种植,改良土壤，提高地力,2023-02-06,2023-01-01 02:09:06
28028,3504,422,77.85,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",634.42,风险中等，需要适当管理,合理密植，保证通风透光,2023-02-06,2023-01-01 02:09:06
28029,3504,78,58.99,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",341.96,风险很高，不建议种植,改良土壤，提高地力,2023-02-06,2023-01-01 02:09:06
28030,3504,351,61.47,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",449.88,风险较高，需要重点关注,改良土壤，提高地力,2023-02-06,2023-01-01 02:09:06
28033,3505,255,78.69,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",637.04,风险中等，需要适当管理,科学轮作，避免连作障碍,2022-09-18,2024-02-11 13:28:00
28034,3505,452,92.82,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",829.79,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2022-09-18,2024-02-11 13:28:00
28035,3505,466,82.49,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",840.15,风险较低，适宜种植,监测病虫害，及时防治,2022-09-18,2024-02-11 13:28:00
28036,3505,77,60.41,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",410.68,风险较高，需要重点关注,改良土壤，提高地力,2022-09-18,2024-02-11 13:28:00
28037,3505,400,42.58,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",285.59,风险很高，不建议种植,科学轮作，避免连作障碍,2022-09-18,2024-02-11 13:28:00
28041,3506,400,88.53,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",956.94,风险较低，适宜种植,合理密植，保证通风透光,2024-11-28,2022-08-30 00:30:04
28042,3506,25,65.61,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",593.85,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-11-28,2022-08-30 00:30:04
28043,3506,7,87.7,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",875.71,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-11-28,2022-08-30 00:30:04
28044,3506,329,52.46,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",395.25,风险很高，不建议种植,科学轮作，避免连作障碍,2024-11-28,2022-08-30 00:30:04
28045,3506,294,52.46,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",264.35,风险很高，不建议种植,科学轮作，避免连作障碍,2024-11-28,2022-08-30 00:30:04
28046,3506,141,47.91,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",239.98,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-11-28,2022-08-30 00:30:04
28047,3506,477,66.03,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",563.09,风险较高，需要重点关注,监测病虫害，及时防治,2024-11-28,2022-08-30 00:30:04
28048,3506,304,93.8,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",942.21,风险较低，适宜种植,监测病虫害，及时防治,2024-11-28,2022-08-30 00:30:04
28049,3507,340,76.63,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",708.69,风险中等，需要适当管理,监测病虫害，及时防治,2024-12-27,2025-04-20 05:20:54
28050,3507,266,94.23,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",1083.1,风险较低，适宜种植,科学轮作，避免连作障碍,2024-12-27,2025-04-20 05:20:54
28051,3507,155,91.06,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1195.32,风险较低，适宜种植,合理密植，保证通风透光,2024-12-27,2025-04-20 05:20:54
28052,3507,351,56.22,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",395.57,风险很高，不建议种植,合理密植，保证通风透光,2024-12-27,2025-04-20 05:20:54
28053,3507,191,59.39,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",329.74,风险很高，不建议种植,监测病虫害，及时防治,2024-12-27,2025-04-20 05:20:54
28054,3507,167,88.86,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1152.11,风险较低，适宜种植,监测病虫害，及时防治,2024-12-27,2025-04-20 05:20:54
28055,3507,498,81.78,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1070.65,风险较低，适宜种植,监测病虫害，及时防治,2024-12-27,2025-04-20 05:20:54
28056,3507,414,47.72,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",265.12,风险很高，不建议种植,监测病虫害，及时防治,2024-12-27,2025-04-20 05:20:54
28057,3508,155,53.31,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",203.78,风险很高，不建议种植,科学轮作，避免连作障碍,2022-12-24,2025-05-22 21:10:54
28058,3508,287,70.19,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",618.69,风险中等，需要适当管理,合理密植，保证通风透光,2022-12-24,2025-05-22 21:10:54
28059,3508,342,84.74,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",860.6,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2022-12-24,2025-05-22 21:10:54
28060,3508,196,60.64,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",448.46,风险较高，需要重点关注,监测病虫害，及时防治,2022-12-24,2025-05-22 21:10:54
28061,3508,416,65.4,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",539.56,风险较高，需要重点关注,合理密植，保证通风透光,2022-12-24,2025-05-22 21:10:54
28062,3508,406,90.31,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",949.86,风险较低，适宜种植,监测病虫害，及时防治,2022-12-24,2025-05-22 21:10:54
28065,3509,102,84.51,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",817.98,风险较低，适宜种植,改良土壤，提高地力,2022-08-17,2024-03-03 14:48:45
28066,3509,417,70.91,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",673.89,风险中等，需要适当管理,科学轮作，避免连作障碍,2022-08-17,2024-03-03 14:48:45
28067,3509,340,56.89,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",301.79,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2022-08-17,2024-03-03 14:48:45
28068,3509,461,66.37,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",474.51,风险较高，需要重点关注,监测病虫害，及时防治,2022-08-17,2024-03-03 14:48:45
28069,3509,11,70.97,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",685.69,风险中等，需要适当管理,改良土壤，提高地力,2022-08-17,2024-03-03 14:48:45
28070,3509,19,73.21,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",678.09,风险中等，需要适当管理,科学轮作，避免连作障碍,2022-08-17,2024-03-03 14:48:45
28071,3509,271,89.85,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1071.55,风险较低，适宜种植,科学轮作，避免连作障碍,2022-08-17,2024-03-03 14:48:45
28072,3509,424,89.86,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",1002.22,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2022-08-17,2024-03-03 14:48:45
28073,3510,125,75.86,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",722.67,风险中等，需要适当管理,合理密植，保证通风透光,2024-11-29,2024-06-17 13:03:57
28074,3510,42,76.85,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",781.69,风险中等，需要适当管理,合理密植，保证通风透光,2024-11-29,2024-06-17 13:03:57
28075,3510,475,67.66,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",464.75,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-11-29,2024-06-17 13:03:57
28076,3510,378,88.89,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",1172.03,风险较低，适宜种植,合理密植，保证通风透光,2024-11-29,2024-06-17 13:03:57
28077,3510,123,49.69,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",309.85,风险很高，不建议种植,合理密植，保证通风透光,2024-11-29,2024-06-17 13:03:57
28081,3511,104,82.12,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",1194.44,风险较低，适宜种植,科学轮作，避免连作障碍,2024-07-27,2025-04-22 22:28:26
28082,3511,179,58.32,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",365.05,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-07-27,2025-04-22 22:28:26
28083,3511,243,84.18,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1062.88,风险较低，适宜种植,科学轮作，避免连作障碍,2024-07-27,2025-04-22 22:28:26
28084,3511,155,64.29,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",531.17,风险较高，需要重点关注,监测病虫害，及时防治,2024-07-27,2025-04-22 22:28:26
28085,3511,47,53.57,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",398.72,风险很高，不建议种植,监测病虫害，及时防治,2024-07-27,2025-04-22 22:28:26
28086,3511,109,82.26,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",1022.29,风险较低，适宜种植,监测病虫害，及时防治,2024-07-27,2025-04-22 22:28:26
28089,3512,167,75.19,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",710.66,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-06-16,2024-03-19 12:16:07
28090,3512,392,66.39,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",442.19,风险较高，需要重点关注,合理密植，保证通风透光,2024-06-16,2024-03-19 12:16:07
28091,3512,329,89.49,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",1012.75,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-06-16,2024-03-19 12:16:07
28092,3512,426,70.49,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",725.59,风险中等，需要适当管理,改良土壤，提高地力,2024-06-16,2024-03-19 12:16:07
28093,3512,60,83.81,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",926.81,风险较低，适宜种植,科学轮作，避免连作障碍,2024-06-16,2024-03-19 12:16:07
28094,3512,181,77.06,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",609.23,风险中等，需要适当管理,监测病虫害，及时防治,2024-06-16,2024-03-19 12:16:07
28095,3512,183,91.43,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",1178.44,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-06-16,2024-03-19 12:16:07
28096,3512,334,43.5,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",207.16,风险很高，不建议种植,改良土壤，提高地力,2024-06-16,2024-03-19 12:16:07
28097,3513,62,67.42,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",486.36,风险较高，需要重点关注,监测病虫害，及时防治,2024-12-16,2022-10-17 22:48:26
28098,3513,471,60.52,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",582.59,风险较高，需要重点关注,合理密植，保证通风透光,2024-12-16,2022-10-17 22:48:26
28099,3513,352,82.36,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",835.52,风险较低，适宜种植,改良土壤，提高地力,2024-12-16,2022-10-17 22:48:26
28100,3513,306,66.68,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",536.33,风险较高，需要重点关注,改良土壤，提高地力,2024-12-16,2022-10-17 22:48:26
28101,3513,233,82.61,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1131.12,风险较低，适宜种植,改良土壤，提高地力,2024-12-16,2022-10-17 22:48:26
28102,3513,469,40.64,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",253.4,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-12-16,2022-10-17 22:48:26
28103,3513,235,89.28,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",895.65,风险较低，适宜种植,改良土壤，提高地力,2024-12-16,2022-10-17 22:48:26
28105,3514,390,46.35,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",306.45,风险很高，不建议种植,科学轮作，避免连作障碍,2024-04-13,2023-10-24 14:03:22
28106,3514,118,84.23,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",892.98,风险较低，适宜种植,监测病虫害，及时防治,2024-04-13,2023-10-24 14:03:22
28107,3514,44,88.35,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",1027.42,风险较低，适宜种植,监测病虫害，及时防治,2024-04-13,2023-10-24 14:03:22
28108,3514,255,41.05,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",237.75,风险很高，不建议种植,合理密植，保证通风透光,2024-04-13,2023-10-24 14:03:22
28109,3514,240,58.34,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",296.52,风险很高，不建议种植,改良土壤，提高地力,2024-04-13,2023-10-24 14:03:22
28110,3514,367,59.71,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",332.22,风险很高，不建议种植,合理密植，保证通风透光,2024-04-13,2023-10-24 14:03:22
28111,3514,280,53.97,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",208.02,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-04-13,2023-10-24 14:03:22
28112,3514,125,85.45,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",852.38,风险较低，适宜种植,合理密植，保证通风透光,2024-04-13,2023-10-24 14:03:22
28113,3515,111,43.37,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",216.37,风险很高，不建议种植,监测病虫害，及时防治,2023-12-14,2023-11-16 03:00:31
28114,3515,218,75.39,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",656.02,风险中等，需要适当管理,合理密植，保证通风透光,2023-12-14,2023-11-16 03:00:31
28115,3515,336,59.46,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",309.55,风险很高，不建议种植,监测病虫害，及时防治,2023-12-14,2023-11-16 03:00:31
28116,3515,430,49.48,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",273.44,风险很高，不建议种植,改良土壤，提高地力,2023-12-14,2023-11-16 03:00:31
28117,3515,330,66.56,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",554.58,风险较高，需要重点关注,改良土壤，提高地力,2023-12-14,2023-11-16 03:00:31
28118,3515,58,55.44,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",263.62,风险很高，不建议种植,改良土壤，提高地力,2023-12-14,2023-11-16 03:00:31
28119,3515,300,55.15,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",354.82,风险很高，不建议种植,监测病虫害，及时防治,2023-12-14,2023-11-16 03:00:31
28120,3515,405,68.69,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",553.07,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2023-12-14,2023-11-16 03:00:31
28121,3516,497,56.0,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",207.67,风险很高，不建议种植,监测病虫害，及时防治,2022-10-07,2024-06-26 20:54:30
28122,3516,237,83.57,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",892.32,风险较低，适宜种植,监测病虫害，及时防治,2022-10-07,2024-06-26 20:54:30
28123,3516,285,77.8,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",719.89,风险中等，需要适当管理,改良土壤，提高地力,2022-10-07,2024-06-26 20:54:30
28124,3516,349,57.38,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",209.69,风险很高，不建议种植,科学轮作，避免连作障碍,2022-10-07,2024-06-26 20:54:30
28125,3516,106,61.27,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",560.87,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2022-10-07,2024-06-26 20:54:30
28129,3517,436,58.51,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",397.9,风险很高，不建议种植,监测病虫害，及时防治,2022-07-10,2023-09-25 08:08:59
28130,3517,232,55.69,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",368.85,风险很高，不建议种植,科学轮作，避免连作障碍,2022-07-10,2023-09-25 08:08:59
28131,3517,190,82.68,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",879.58,风险较低，适宜种植,监测病虫害，及时防治,2022-07-10,2023-09-25 08:08:59
28132,3517,237,50.47,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",326.24,风险很高，不建议种植,科学轮作，避免连作障碍,2022-07-10,2023-09-25 08:08:59
28133,3517,131,78.66,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",793.04,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2022-07-10,2023-09-25 08:08:59
28134,3517,218,74.17,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",638.64,风险中等，需要适当管理,改良土壤，提高地力,2022-07-10,2023-09-25 08:08:59
28135,3517,145,51.64,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",239.83,风险很高，不建议种植,改良土壤，提高地力,2022-07-10,2023-09-25 08:08:59
28136,3517,227,90.77,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",819.1,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2022-07-10,2023-09-25 08:08:59
28137,3518,328,77.55,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",761.03,风险中等，需要适当管理,科学轮作，避免连作障碍,2023-04-21,2023-12-07 09:03:30
28138,3518,92,88.86,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",977.22,风险较低，适宜种植,改良土壤，提高地力,2023-04-21,2023-12-07 09:03:30
28139,3518,369,54.93,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",342.95,风险很高，不建议种植,合理密植，保证通风透光,2023-04-21,2023-12-07 09:03:30
28140,3518,432,66.95,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",439.0,风险较高，需要重点关注,合理密植，保证通风透光,2023-04-21,2023-12-07 09:03:30
28141,3518,147,56.24,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",341.99,风险很高，不建议种植,科学轮作，避免连作障碍,2023-04-21,2023-12-07 09:03:30
28145,3519,271,62.26,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",424.34,风险较高，需要重点关注,科学轮作，避免连作障碍,2022-12-01,2024-07-24 08:06:55
28146,3519,46,60.33,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",450.0,风险较高，需要重点关注,监测病虫害，及时防治,2022-12-01,2024-07-24 08:06:55
28147,3519,42,64.85,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",418.89,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2022-12-01,2024-07-24 08:06:55
28148,3519,135,72.95,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",645.94,风险中等，需要适当管理,改良土壤，提高地力,2022-12-01,2024-07-24 08:06:55
28149,3519,442,73.57,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",654.07,风险中等，需要适当管理,监测病虫害，及时防治,2022-12-01,2024-07-24 08:06:55
28150,3519,496,60.19,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",484.16,风险较高，需要重点关注,合理密植，保证通风透光,2022-12-01,2024-07-24 08:06:55
28151,3519,60,56.19,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",347.28,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2022-12-01,2024-07-24 08:06:55
28153,3520,477,62.05,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",495.03,风险较高，需要重点关注,监测病虫害，及时防治,2024-04-12,2023-05-16 19:17:24
28154,3520,435,93.55,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1010.98,风险较低，适宜种植,合理密植，保证通风透光,2024-04-12,2023-05-16 19:17:24
28155,3520,223,45.62,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",348.47,风险很高，不建议种植,监测病虫害，及时防治,2024-04-12,2023-05-16 19:17:24
28156,3520,9,61.54,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",526.97,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-04-12,2023-05-16 19:17:24
28157,3520,319,64.3,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",579.44,风险较高，需要重点关注,改良土壤，提高地力,2024-04-12,2023-05-16 19:17:24
28158,3520,186,69.59,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",441.44,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-04-12,2023-05-16 19:17:24
28159,3520,174,76.01,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",660.47,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-04-12,2023-05-16 19:17:24
28161,3521,493,55.85,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",335.4,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2022-07-11,2023-07-26 15:29:10
28162,3521,156,48.51,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",327.77,风险很高，不建议种植,合理密植，保证通风透光,2022-07-11,2023-07-26 15:29:10
28163,3521,38,70.13,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",654.34,风险中等，需要适当管理,监测病虫害，及时防治,2022-07-11,2023-07-26 15:29:10
28164,3521,292,46.48,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",357.04,风险很高，不建议种植,改良土壤，提高地力,2022-07-11,2023-07-26 15:29:10
28165,3521,202,40.4,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",292.2,风险很高，不建议种植,科学轮作，避免连作障碍,2022-07-11,2023-07-26 15:29:10
28166,3521,373,62.42,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",530.66,风险较高，需要重点关注,改良土壤，提高地力,2022-07-11,2023-07-26 15:29:10
28167,3521,302,70.93,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",746.24,风险中等，需要适当管理,改良土壤，提高地力,2022-07-11,2023-07-26 15:29:10
28168,3521,333,46.84,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",374.14,风险很高，不建议种植,合理密植，保证通风透光,2022-07-11,2023-07-26 15:29:10
28169,3522,141,61.54,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",417.71,风险较高，需要重点关注,科学轮作，避免连作障碍,2025-02-25,2022-08-04 21:51:10
28170,3522,354,85.72,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",1154.81,风险较低，适宜种植,改良土壤，提高地力,2025-02-25,2022-08-04 21:51:10
28171,3522,487,86.52,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1166.24,风险较低，适宜种植,科学轮作，避免连作障碍,2025-02-25,2022-08-04 21:51:10
28172,3522,432,68.1,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",535.96,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2025-02-25,2022-08-04 21:51:10
28173,3522,424,57.65,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",342.63,风险很高，不建议种植,监测病虫害，及时防治,2025-02-25,2022-08-04 21:51:10
28177,3523,410,66.58,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",471.06,风险较高，需要重点关注,改良土壤，提高地力,2023-03-30,2024-03-22 20:01:18
