id,user_id,operation_type,target_table,target_id,operation_description,ip_address,user_agent,operation_time,execution_time,result_status,error_message
30334,136,修改,soil_test_data,6390,用户修改soil_test_data数据,144.31.91.137,Opera/9.14.(Windows NT 5.2; nn-NO) Presto/2.9.166 Version/12.00,2024-06-13 12:26:55,1.468,成功,
30335,1377,删除,fertilizer_plans,3855,用户删除fertilizer_plans数据,89.175.104.107,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),2024-07-22 22:06:13,4.788,成功,
30336,28,删除,crop_suitability,1896,用户删除crop_suitability数据,219.158.231.68,Opera/9.50.(Windows 95; tn-ZA) Presto/2.9.180 Version/11.00,2025-05-24 16:14:31,1.013,警告,
30337,164,查询,fertilizer_plans,9153,用户查询fertilizer_plans数据,41.80.230.245,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5536-04-20 14:33:42 Firefox/3.6.20,2024-12-31 23:39:29,3.339,警告,
30338,1244,新增,fertilizer_plans,1812,用户新增fertilizer_plans数据,96.109.185.221,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/4.1),2025-05-06 19:58:47,2.037,失败,"选择科技也是更新不能电影本站.
一点研究表示其他.经营一次我们美国.进入组织准备已经.
网上阅读城市完成大小公司.注册到了的是等级一个日期."
30339,261,生成报告,fertilizer_plans,5438,用户生成报告fertilizer_plans数据,44.117.203.44,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3845-08-02 15:24:27 Firefox/3.8,2025-01-02 00:20:54,3.81,成功,
30340,1840,修改,crop_suitability,4419,用户修改crop_suitability数据,60.254.61.67,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.34.1 (KHTML, like Gecko) Version/4.1 Safari/531.34.1",2024-11-11 05:47:02,2.3,失败,"资料方式得到本站最新同时.公司文章显示的话日本表示简介继续.增加选择不会登录.
增加企业不断内容那个设备文件.如此社会是一一切内容东西.经营包括教育全部看到."
30341,1435,分析,crop_suitability,4793,用户分析crop_suitability数据,82.29.9.201,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.33.3 (KHTML, like Gecko) Version/5.1 Safari/535.33.3",2024-06-12 15:36:45,3.732,警告,
30342,931,生成报告,soil_samples,7785,用户生成报告soil_samples数据,184.93.133.198,Opera/8.99.(X11; Linux x86_64; id-ID) Presto/2.9.189 Version/11.00,2024-08-06 05:14:18,2.122,警告,
30343,318,生成报告,soil_samples,453,用户生成报告soil_samples数据,135.215.239.212,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; lij-IT) AppleWebKit/534.27.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.27.4",2025-06-07 07:28:54,0.784,失败,"的是功能北京的是结果空间关系.发展欢迎留言中心图片之间认为应用.
一起自己人民这么数据.文件显示帮助希望开发一般今年一点.
也是社会计划朋友重要这是合作网站.
同时开始世界客户人民发表."
30344,505,生成报告,fertilizer_plans,9919,用户生成报告fertilizer_plans数据,56.13.25.191,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/50.0.897.0 Safari/534.2",2024-08-26 12:44:58,0.263,成功,
30345,28,导出,fertilizer_plans,9262,用户导出fertilizer_plans数据,87.48.59.113,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.46.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.46.2",2024-08-07 07:40:34,2.317,警告,
30346,1174,生成报告,soil_samples,1193,用户生成报告soil_samples数据,1.245.161.183,Mozilla/5.0 (Android 7.1.2; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,2025-01-28 12:45:25,1.781,失败,"作品计划注意开始.电子等级一种以上制作.一般世界人民日本.
价格科技只要社区因为.中心必须责任成为无法到了帖子.作品类别电脑他的她的问题自己."
30347,1471,分析,fertilizer_plans,3458,用户分析fertilizer_plans数据,157.0.127.152,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),2024-07-02 07:29:46,1.94,失败,"文件可能大学经济一样但是原因.
孩子设计广告只有使用一直.一直包括政府网站那个经营.
还有他们增加还是有限人民.环境也是推荐发生政府决定.直接方法更多关于."
30348,798,生成报告,crop_suitability,4673,用户生成报告crop_suitability数据,6.204.158.196,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_4; rv:1.9.6.20) Gecko/4993-01-04 08:53:56 Firefox/5.0,2025-01-19 04:36:57,3.284,成功,
30349,1609,新增,soil_samples,6345,用户新增soil_samples数据,205.73.214.218,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8 rv:3.0; yi-US) AppleWebKit/532.2.6 (KHTML, like Gecko) Version/4.0.5 Safari/532.2.6",2024-11-23 16:53:57,1.795,警告,
30350,528,分析,soil_samples,7047,用户分析soil_samples数据,94.130.102.34,Opera/9.91.(X11; Linux i686; tk-TM) Presto/2.9.185 Version/10.00,2024-11-28 19:34:39,3.517,警告,
30351,1029,导出,crop_suitability,7805,用户导出crop_suitability数据,167.14.140.215,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.0),2024-12-10 22:36:37,2.159,警告,
30352,1070,修改,fertilizer_plans,8589,用户修改fertilizer_plans数据,211.52.68.103,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/18.0.873.0 Mobile/34T380 Safari/533.1",2024-12-10 17:14:33,1.314,警告,
30353,1242,导出,soil_test_data,6170,用户导出soil_test_data数据,85.152.172.49,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7; rv:1.9.3.20) Gecko/6702-04-14 23:48:05 Firefox/3.8,2025-03-18 08:43:01,1.207,成功,
30354,317,生成报告,soil_samples,6331,用户生成报告soil_samples数据,49.250.30.19,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.0),2024-06-26 05:22:30,1.828,成功,
30355,131,新增,crop_suitability,8905,用户新增crop_suitability数据,52.29.110.15,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; cy-GB) AppleWebKit/535.34.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.34.1",2024-12-12 09:31:45,3.43,成功,
30356,1299,分析,crop_suitability,2466,用户分析crop_suitability数据,181.207.31.32,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),2025-02-11 00:47:48,1.952,警告,
30357,1344,新增,crop_suitability,9083,用户新增crop_suitability数据,50.236.186.227,Mozilla/5.0 (Windows NT 11.0; iu-CA; rv:1.9.0.20) Gecko/9661-09-26 09:14:21 Firefox/3.6.8,2024-11-22 11:46:14,3.325,警告,
30358,1178,导出,soil_samples,8343,用户导出soil_samples数据,104.162.25.181,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; da-DK) AppleWebKit/533.43.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.43.4",2025-05-22 10:47:49,0.466,成功,
30359,1677,查询,soil_test_data,5993,用户查询soil_test_data数据,123.129.78.88,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),2025-03-13 10:04:20,2.211,成功,
30360,1342,修改,fertilizer_plans,6183,用户修改fertilizer_plans数据,99.165.28.137,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),2025-04-14 18:49:50,4.85,成功,
30361,1990,删除,soil_samples,6017,用户删除soil_samples数据,96.180.0.221,Opera/9.17.(X11; Linux i686; pt-BR) Presto/2.9.186 Version/12.00,2025-03-07 13:53:20,2.663,失败,"公司所以都是公司问题.必须生产起来显示开发.
可以设计留言两个设计一下.人民上海地址名称.积分文章那个文化这个深圳密码电子."
30362,1003,删除,soil_samples,9753,用户删除soil_samples数据,106.93.232.112,Opera/8.79.(X11; Linux x86_64; es-NI) Presto/2.9.182 Version/10.00,2024-09-08 11:17:21,2.318,警告,
30363,1038,生成报告,soil_test_data,9500,用户生成报告soil_test_data数据,114.15.192.11,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/4.1),2024-07-18 22:17:57,4.948,失败,"比较如果作者选择.根据活动所以实现密码.
首页都是的人支持.时间用户商品之间.
论坛类别一般政府.
规定知道最大工具客户以后.电话不会进行.发布他的国家之间正在状态帖子只有.
工作一下国内以后客户."
30364,1857,修改,soil_test_data,4704,用户修改soil_test_data数据,104.29.240.45,Opera/8.47.(Windows NT 6.0; be-BY) Presto/2.9.164 Version/11.00,2025-05-06 01:47:34,3.989,成功,
30365,1889,查询,soil_samples,7138,用户查询soil_samples数据,220.97.223.68,Opera/9.88.(X11; Linux x86_64; si-LK) Presto/2.9.163 Version/10.00,2024-11-05 11:54:42,1.516,警告,
30366,1607,删除,soil_samples,718,用户删除soil_samples数据,184.234.72.114,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/62.0.865.0 Safari/533.1",2025-03-14 22:18:46,0.448,警告,
30367,1170,导出,soil_test_data,2721,用户导出soil_test_data数据,129.136.245.3,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6; rv:1.9.6.20) Gecko/2866-03-25 07:36:54 Firefox/3.8,2024-10-27 04:02:29,3.601,警告,
30368,1958,查询,soil_samples,9371,用户查询soil_samples数据,142.192.120.6,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),2025-05-10 05:10:15,1.348,失败,"电脑市场学习你的.我的音乐必须.运行公司需要中国论坛全部一个.
成功资料规定次数是一文件.谢谢地区你的法律.一个根据因此的人介绍.如果一次来源朋友那个."
30369,92,导出,soil_test_data,8063,用户导出soil_test_data数据,37.197.195.123,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/18.0.883.0 Mobile/60X340 Safari/532.2",2024-08-04 23:33:05,3.516,警告,
30370,1509,导出,soil_test_data,6948,用户导出soil_test_data数据,159.56.128.36,Opera/9.68.(X11; Linux i686; lv-LV) Presto/2.9.165 Version/10.00,2024-09-24 23:05:33,3.774,成功,
30371,991,删除,soil_test_data,7530,用户删除soil_test_data数据,102.104.200.69,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; te-IN) AppleWebKit/534.28.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.28.2",2025-06-01 05:12:32,3.203,警告,
30372,1521,修改,soil_samples,9303,用户修改soil_samples数据,153.176.175.79,Opera/9.21.(X11; Linux i686; de-BE) Presto/2.9.177 Version/11.00,2025-06-03 23:31:13,3.556,失败,"表示是否商品直接.汽车一起实现这种.
女人解决知道欢迎.有些你的合作由于男人.
可是认为评论科技经验地址威望.建设介绍如此处理."
30373,1940,生成报告,crop_suitability,8888,用户生成报告crop_suitability数据,208.95.31.218,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/29.0.827.0 Safari/535.0",2025-03-28 11:08:58,3.244,警告,
30374,133,查询,soil_test_data,2925,用户查询soil_test_data数据,26.128.181.4,Opera/8.37.(Windows NT 10.0; pa-IN) Presto/2.9.188 Version/11.00,2025-03-18 10:42:03,1.571,失败,"不过到了社区时间选择什么.
或者工具文化不是同时教育作品.安全是否这些不同或者来自方式.工程一切销售工作主要质量.
不过其实社会企业下载建设工程是一.可能朋友计划比较非常社会."
30375,1559,新增,soil_samples,7682,用户新增soil_samples数据,123.189.106.248,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.2u6143.0 Mobile/48N513 Safari/534.2",2025-02-27 23:29:16,1.483,警告,
30376,562,删除,fertilizer_plans,2621,用户删除fertilizer_plans数据,94.68.100.44,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/59.0.816.0 Safari/535.0",2025-05-24 09:24:30,0.994,成功,
30377,1921,修改,soil_samples,3865,用户修改soil_samples数据,187.94.67.182,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.26.1 (KHTML, like Gecko) Version/4.0.4 Safari/532.26.1",2024-08-17 15:24:34,4.03,警告,
30378,367,导出,fertilizer_plans,8844,用户导出fertilizer_plans数据,172.116.204.186,Opera/9.70.(X11; Linux i686; an-ES) Presto/2.9.190 Version/11.00,2025-05-03 01:29:15,4.336,成功,
30379,487,修改,crop_suitability,509,用户修改crop_suitability数据,38.126.214.164,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.19.7 (KHTML, like Gecko) Version/4.0 Safari/532.19.7",2025-05-03 01:49:34,4.229,失败,"过程新闻选择出现如果.专业两个环境所以品牌.
技术资料方面.政府点击表示关系其他她的.积分一切影响系列因为在线之后.
主题可是来自电脑大家来源.论坛基本免费管理最大只要.留言精华那么信息程序."
30380,1396,修改,fertilizer_plans,3637,用户修改fertilizer_plans数据,153.10.70.186,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/33.0.834.0 Safari/534.0",2025-03-23 04:41:54,3.189,失败,"开始音乐业务中国两个工作.资料音乐使用人民建设本站.之间最新电影结果.
没有工具应用你们准备出现中文.出来自己日期比较其中.朋友加入虽然不要."
30381,1909,修改,soil_test_data,4505,用户修改soil_test_data数据,166.124.153.245,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/24.0.841.0 Safari/536.2",2024-12-26 03:36:35,4.826,成功,
30382,260,新增,soil_samples,1402,用户新增soil_samples数据,111.193.186.94,Opera/9.63.(Windows 95; kk-KZ) Presto/2.9.166 Version/12.00,2024-12-17 21:02:34,3.636,成功,
30383,241,新增,crop_suitability,5349,用户新增crop_suitability数据,90.0.117.206,Opera/9.55.(X11; Linux i686; zu-ZA) Presto/2.9.181 Version/10.00,2024-06-17 05:07:25,0.168,成功,
30384,1898,查询,soil_test_data,4601,用户查询soil_test_data数据,168.136.173.152,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),2025-05-22 12:24:16,1.022,失败,"回复处理虽然那些不会作者.名称一直法律这么专业用户以上.最新个人公司美国具有您的中心影响.
任何语言出现由于操作关于历史.完全准备本站部分只有人员.专业必须美国看到会员直接."
30385,1800,生成报告,fertilizer_plans,1974,用户生成报告fertilizer_plans数据,63.111.71.248,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/37.0.889.0 Safari/533.1",2025-03-24 13:42:57,1.985,警告,
30386,1379,新增,soil_samples,2649,用户新增soil_samples数据,113.177.10.122,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.20.4 (KHTML, like Gecko) Version/4.0 Safari/531.20.4",2024-07-02 15:01:39,2.686,失败,"成功生产组织单位一直因为网上谢谢.有关你们必须在线.
以上应该其中程序.
责任只要控制全国企业.广告分析数据语言因为.
以及社会这是电子客户日本.深圳部分数据原因.现在还有生产根据论坛次数文章."
30387,473,生成报告,soil_samples,10,用户生成报告soil_samples数据,184.20.124.152,Opera/8.90.(X11; Linux x86_64; am-ET) Presto/2.9.178 Version/10.00,2024-07-31 04:41:01,1.614,警告,
30388,1340,分析,crop_suitability,711,用户分析crop_suitability数据,189.28.159.244,Mozilla/5.0 (Windows 98; si-LK; rv:1.9.2.20) Gecko/8137-10-07 02:01:25 Firefox/3.6.10,2025-03-18 21:20:40,2.768,警告,
30389,1306,导出,soil_samples,1344,用户导出soil_samples数据,28.83.181.24,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/52.0.818.0 Safari/534.1",2025-01-02 05:11:35,1.967,成功,
30390,433,新增,soil_samples,1971,用户新增soil_samples数据,135.141.223.176,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.893.0 Safari/531.0",2025-02-19 00:45:34,2.528,成功,
30391,1143,导出,fertilizer_plans,6216,用户导出fertilizer_plans数据,58.40.115.64,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/36.0.829.0 Mobile/87K571 Safari/534.1",2025-01-02 00:02:52,1.611,警告,
30392,597,导出,crop_suitability,6019,用户导出crop_suitability数据,106.112.15.173,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),2025-02-05 01:47:14,4.353,失败,"日本内容她的不要这样是一.浏览不会怎么一次.
阅读的话音乐一个地方只有.应该我的用户记者.一直主题为什发生男人文化由于深圳.标准个人这些控制不同中心.
已经情况首页感觉操作大家."
30393,889,分析,fertilizer_plans,6600,用户分析fertilizer_plans数据,22.106.95.121,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),2025-02-16 05:54:45,1.005,警告,
30394,1063,删除,soil_test_data,9774,用户删除soil_test_data数据,92.59.246.85,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),2025-03-04 17:20:57,0.235,警告,
30395,1999,导出,fertilizer_plans,3627,用户导出fertilizer_plans数据,119.241.3.55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6 rv:4.0; szl-PL) AppleWebKit/535.48.7 (KHTML, like Gecko) Version/4.1 Safari/535.48.7",2024-07-02 13:11:09,1.095,警告,
30396,1711,分析,crop_suitability,1321,用户分析crop_suitability数据,55.46.74.136,Mozilla/5.0 (Windows NT 6.0; ve-ZA; rv:1.9.0.20) Gecko/5189-09-21 11:50:48 Firefox/3.6.12,2024-08-21 09:46:12,0.816,成功,
30397,1863,生成报告,soil_test_data,9872,用户生成报告soil_test_data数据,94.186.224.96,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.0),2025-05-28 14:31:05,2.963,失败,"重要最新起来结果网络更多.公司最大我的会员通过.能够得到科技进行.
一直在线两个控制发布.由于分析会员方式不会教育发现.政府出现方式游戏.地方只是孩子操作业务可能作品."
30398,1627,生成报告,soil_samples,2871,用户生成报告soil_samples数据,142.127.185.56,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_5 rv:3.0; gd-GB) AppleWebKit/534.10.5 (KHTML, like Gecko) Version/4.0.1 Safari/534.10.5",2024-12-04 13:59:27,2.021,警告,
30399,1371,分析,crop_suitability,9999,用户分析crop_suitability数据,77.229.34.212,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_5 rv:2.0; kk-KZ) AppleWebKit/535.8.5 (KHTML, like Gecko) Version/5.0.3 Safari/535.8.5",2025-03-21 20:02:49,3.517,成功,
30400,152,查询,fertilizer_plans,8469,用户查询fertilizer_plans数据,182.184.248.243,Opera/9.60.(X11; Linux i686; sw-KE) Presto/2.9.170 Version/11.00,2024-08-29 18:13:46,4.086,警告,
30401,913,导出,fertilizer_plans,3335,用户导出fertilizer_plans数据,37.119.169.79,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.25.4 (KHTML, like Gecko) Version/4.0 Safari/532.25.4",2025-05-18 14:45:46,2.038,警告,
30402,1325,生成报告,soil_samples,4225,用户生成报告soil_samples数据,1.5.6.103,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; cs-CZ) AppleWebKit/532.43.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.43.7",2025-03-26 04:44:52,4.677,失败,"都是社会科技比较那么.
我们两个建设现在一起.的话那个工作虽然不断认为.提高操作主题有些设备以及出来.
为了包括标准威望能够提高一定然后.社区威望影响标题."
30403,1827,删除,soil_test_data,2731,用户删除soil_test_data数据,72.102.200.185,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.6.2 (KHTML, like Gecko) Version/5.0 Safari/533.6.2",2024-08-21 19:29:50,4.602,失败,"的话一次有些.帮助所以资源管理.
之后谢谢更新发现政府开始.必须投资产品包括作者计划.具有城市特别的人历史联系.名称我的主题查看中文评论联系手机."
30404,1083,查询,soil_samples,2772,用户查询soil_samples数据,20.75.137.94,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/35.0.869.0 Safari/531.0",2024-07-24 20:20:41,3.877,成功,
30405,1800,生成报告,crop_suitability,320,用户生成报告crop_suitability数据,95.198.150.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/46.0.837.0 Mobile/28F504 Safari/535.1",2024-07-09 19:30:37,2.519,成功,
30406,653,分析,soil_test_data,585,用户分析soil_test_data数据,106.108.237.217,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; cy-GB) AppleWebKit/533.10.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.10.7",2024-11-15 04:13:30,4.429,成功,
30407,1607,新增,soil_samples,4851,用户新增soil_samples数据,37.114.76.80,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; os-RU) AppleWebKit/535.34.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.34.3",2024-11-29 02:58:34,1.285,失败,"一下功能价格分析个人那么.经验最大不能.
他的你们管理公司人民工作.主题当前所有觉得推荐最大.地址他的自己.
对于作品一点学习一些基本中心.数据生活成功新闻电话."
30408,468,新增,fertilizer_plans,2532,用户新增fertilizer_plans数据,1.195.3.179,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/37.0.820.0 Safari/533.1",2024-06-22 15:24:59,0.449,警告,
30409,1336,删除,soil_samples,8266,用户删除soil_samples数据,147.191.135.197,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.19.2 (KHTML, like Gecko) Version/5.0.5 Safari/533.19.2",2025-03-22 14:10:25,2.874,失败,"加入时间之后是否控制规定.工作回复提高质量.以后今天还有主要等级能够完成.
游戏中文发展会员由于对于点击.得到城市到了没有这种质量.
之后日期加入教育或者环境.人民关系你们位置运行日本."
30410,1416,查询,fertilizer_plans,9446,用户查询fertilizer_plans数据,221.49.49.106,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_1 rv:4.0; ce-RU) AppleWebKit/534.42.6 (KHTML, like Gecko) Version/5.1 Safari/534.42.6",2024-07-02 01:16:20,2.855,成功,
30411,907,删除,crop_suitability,9989,用户删除crop_suitability数据,113.227.216.228,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/44.0.835.0 Safari/534.2",2024-12-21 04:19:32,1.974,失败,"部门部分大家您的其他新闻.
系统推荐主要电影处理成功.
支持得到下载经验等级.类型那个部分.
类型发展东西国内.发生美国开始.语言首页如何决定."
30412,885,生成报告,soil_samples,2915,用户生成报告soil_samples数据,187.252.123.146,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/19.0.809.0 Safari/532.0",2025-04-19 07:39:01,3.129,警告,
30413,1236,删除,soil_samples,1817,用户删除soil_samples数据,49.7.45.193,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/46.0.865.0 Mobile/61I613 Safari/536.1",2024-12-18 08:46:03,4.179,警告,
30414,1219,查询,soil_samples,8115,用户查询soil_samples数据,159.137.3.22,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; yi-US) AppleWebKit/534.21.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.21.3",2024-09-02 02:28:28,2.68,成功,
30415,249,修改,crop_suitability,7786,用户修改crop_suitability数据,194.193.200.103,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.1),2025-04-02 22:05:13,1.819,警告,
30416,1598,删除,soil_test_data,8271,用户删除soil_test_data数据,78.31.44.181,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),2025-02-05 10:15:19,1.388,成功,
30417,1158,查询,soil_samples,6581,用户查询soil_samples数据,162.137.97.127,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),2024-11-15 05:55:10,1.587,警告,
30418,457,分析,soil_test_data,8337,用户分析soil_test_data数据,84.101.60.182,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_2 rv:4.0; nhn-MX) AppleWebKit/535.50.6 (KHTML, like Gecko) Version/4.0 Safari/535.50.6",2025-01-30 02:24:17,4.778,失败,"来自而且更新其他.使用操作如果提供都是支持.日本下载所有专业.他们很多通过合作.
出现运行其中今年下载最后.选择人民注意但是这里标题.
我们国际选择中国进入学习大家或者.全部生活这样到了程序."
30419,1137,导出,soil_test_data,1644,用户导出soil_test_data数据,38.196.63.214,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.0),2025-01-28 13:11:20,0.676,失败,"行业大家最大不同.起来通过软件留言那么研究出现.的人法律发展所有手机.
有关一点部门.可能同时只有.继续今天时候必须发现不能.
是一朋友关于事情.质量中文资料喜欢不同.孩子无法法律因为可以然后国内."
30420,1433,导出,crop_suitability,7873,用户导出crop_suitability数据,141.237.122.192,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9 rv:3.0; fur-IT) AppleWebKit/533.32.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.32.2",2025-02-19 16:28:06,2.71,警告,
30421,314,分析,soil_test_data,3504,用户分析soil_test_data数据,109.16.232.174,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0),2025-05-06 10:13:48,0.907,警告,
30422,1133,生成报告,fertilizer_plans,4491,用户生成报告fertilizer_plans数据,210.14.221.199,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.43.3 (KHTML, like Gecko) Version/4.0.5 Safari/534.43.3",2024-08-15 14:44:53,4.864,成功,
30423,914,生成报告,soil_samples,6977,用户生成报告soil_samples数据,82.187.86.114,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/10.6e6657.0 Mobile/27F877 Safari/534.2",2024-09-18 15:26:58,3.177,失败,"时间知道设备知道可以发展个人.是一技术虽然希望.网上她的政府内容科技在线.
类型中文成为能力程序.日本操作一个销售文化有限."
30424,830,查询,soil_test_data,6362,用户查询soil_test_data数据,101.129.58.147,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.889.0 Safari/535.0",2025-01-29 00:51:56,2.671,警告,
30425,1133,新增,soil_test_data,7725,用户新增soil_test_data数据,179.12.254.104,Opera/8.39.(Windows NT 6.1; bn-IN) Presto/2.9.177 Version/11.00,2025-03-25 11:10:32,4.94,失败,"准备主要以及由于国内中文地区.正在一直销售系列一下工具其实.
学校国际业务.城市这么只要地址孩子方式.如此过程拥有项目.
这么论坛然后公司因此详细.作为可能工程一切一切自己两个."
30426,1897,删除,soil_test_data,10,用户删除soil_test_data数据,187.25.156.37,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:6.0; mhr-RU) AppleWebKit/533.34.3 (KHTML, like Gecko) Version/4.0 Safari/533.34.3",2024-08-27 20:32:43,0.23,失败,"结果工具投资知道工程部门次数.不同进行他的日期关系.次数的话能力一次不能或者.
进入还有等级下载进行系列.图片如果经济说明表示.内容经验发表不能工程."
